Date,Value
1994-11-25,0.8052
2005-08-10,0.8075
1999-10-11,0.9399
1984-02-22,1.1946
2015-08-24,0.864
2006-03-17,0.8216
2009-04-14,0.7544
1997-06-04,0.8828
1977-06-24,0.8271
1990-06-29,0.7921
1995-10-06,0.7523
2010-12-16,0.7579
1999-06-08,0.959
1983-02-01,1.0577
1987-08-17,
1998-06-25,0.9171
1976-12-09,0.8286
2002-02-20,
1979-02-27,0.7025
2007-10-23,0.702
2011-07-12,0.7149
1990-10-08,0.7325
2001-08-22,
1990-03-05,0.8145
1998-02-16,0.9292
1977-10-04,0.8263
1997-02-19,0.8666
1995-02-09,0.7952
1986-12-22,0.9349
1985-01-09,1.4103
1996-05-22,0.7895
1981-08-13,0.9803
1979-02-01,0.7125
2012-01-19,0.7757
2008-09-18,0.6956
2010-10-21,0.7141
2001-10-09,1.0891
1991-01-17,0.7279
1989-08-21,0.9289
2010-08-03,0.7563
2002-09-06,1.0152
1995-02-23,0.7727
1987-07-17,0.8847
1981-11-13,0.893
1982-01-07,0.9116
1977-01-10,0.8289
1992-07-24,
1994-01-05,0.8887
2007-07-27,0.7323
1987-11-09,0.799
2003-09-08,0.901
1981-12-18,0.9202
2017-05-03,0.9167
2003-03-19,0.9444
2006-02-15,0.8403
2014-08-12,0.7486
1988-08-24,0.9091
2011-10-28,0.7054
1976-05-21,0.8515
2005-03-14,0.7479
1983-10-19,1.1583
2011-01-07,0.7703
1976-06-01,0.8551
2016-08-10,0.8957
1985-01-31,1.4129
1980-04-28,0.6915
1978-09-13,0.7334
2008-11-24,0.7795
1980-02-20,0.6707
1998-10-05,0.8357
1977-02-18,0.8321
2008-04-10,0.6333
2002-10-31,1.0098
1985-08-28,1.2599
1982-08-23,1.0352
1998-07-13,0.9212
2000-09-01,1.1114
1993-01-20,0.802
1994-03-10,0.8652
2007-05-08,0.7392
1982-05-18,0.9569
2013-04-05,0.7679
1996-06-25,0.7852
1979-09-17,0.689
1979-10-05,0.6757
1994-08-12,0.8035
1989-09-20,0.9217
2005-02-25,
1976-01-28,0.816
1989-03-23,0.8901
2000-12-12,1.1403
2014-05-16,0.7297
1993-03-23,0.8262
1989-11-13,0.8896
1977-01-28,0.8365
1978-10-16,0.7026
1992-02-17,0.7787
2013-09-11,0.7518
2007-11-28,0.6776
2011-01-25,0.7313
2015-09-28,0.8925
1979-02-26,0.7011
1980-12-11,
1981-08-19,0.973
2013-09-11,0.7518
1977-06-15,0.8263
2002-05-17,
1977-04-28,0.826
2000-10-25,1.2071
2010-05-20,0.8108
1976-04-28,0.8471
2009-09-07,0.6976
2002-04-03,1.1355
2016-01-27,0.92
1986-11-25,0.9399
2016-08-25,0.8865
1989-04-13,0.892
1989-09-08,0.9385
1985-06-11,1.3856
2011-09-22,0.7426
1988-11-11,0.8352
1987-11-04,0.8207
1982-04-07,0.9925
2015-02-20,0.8796
2017-03-10,0.9384
2009-06-15,0.7228
1994-07-21,0.8089
2008-03-25,0.6412
1989-03-02,0.8816
1994-07-22,0.8173
1990-05-23,0.7958
1989-02-15,0.8759
1980-06-23,0.6792
1995-11-30,0.7551
2016-06-07,0.8807
1987-11-23,0.8007
1995-01-27,0.7876
1989-04-12,0.8968
2008-02-21,0.6761
1985-06-24,1.3789
1981-11-23,0.9017
2005-07-08,0.838
1976-06-21,0.854
1984-12-31,1.4057
2007-09-14,0.721
1991-02-20,0.7163
1993-11-11,0.8705
2005-11-15,0.8567
2017-10-13,0.8449
1994-01-14,0.8947
1984-01-06,1.2513
1988-03-02,0.8123
2010-09-07,0.7858
1984-10-22,1.377
2010-06-24,0.8118
1989-08-02,
2003-12-12,0.8155
2002-10-23,1.0245
1994-02-24,0.8824
2017-09-12,0.8365
2006-02-24,0.8426
1979-02-23,0.7027
2005-07-05,0.8398
1984-02-28,1.1712
2017-08-04,0.8511
1995-05-05,0.7327
1975-04-30,0.7394
2008-08-13,0.6726
1984-01-13,1.2551
1994-05-05,0.852
1985-08-27,1.265
2014-04-16,0.7243
1988-11-15,0.8396
1985-04-01,1.3953
2010-07-28,0.7684
1982-04-19,0.9936
2013-12-23,0.7296
1984-07-27,1.2888
2014-01-24,0.7307
1992-12-16,0.7756
1979-04-20,0.7178
2002-10-04,1.0181
1996-04-01,
1985-11-27,1.1643
2000-07-04,1.0523
1995-08-16,0.769
1977-11-24,0.8097
1990-03-14,0.8181
2003-07-02,0.8684
1986-08-20,0.9615
2011-01-28,0.7339
1981-04-06,0.8371
1977-11-07,0.817
1989-06-06,0.9449
2001-10-11,1.11
2007-06-11,0.7493
1986-05-29,1.0647
2017-02-13,0.943
2010-04-12,0.7349
2000-09-11,1.1594
2002-05-07,1.0959
1996-10-30,0.7724
1979-10-12,
2009-09-23,0.6766
1983-01-13,1.0105
1990-11-14,0.7053
2012-10-05,0.7658
2002-12-05,0.9995
2010-04-01,0.7387
1976-04-05,0.8418
2012-05-03,0.7603
1987-08-10,
1996-11-04,0.7753
1981-12-01,0.8951
2011-04-13,0.6896
2002-05-16,1.1001
1979-09-17,0.689
1996-06-24,0.7856
2002-04-15,1.1351
1989-03-01,0.879
1985-08-09,1.2885
1984-04-05,1.1718
2002-03-12,1.1452
2007-09-21,0.7095
1996-04-24,0.7817
1985-07-12,1.3016
2002-08-23,1.028
2009-01-14,0.7596
1996-03-26,0.7653
1984-03-28,1.1693
1990-07-09,0.7821
1992-07-17,0.7033
1978-02-02,0.7819
1996-03-21,0.765
1990-02-23,0.8035
2000-02-29,1.0386
2016-07-11,0.9055
1985-12-09,1.158
2006-07-25,0.792
1998-03-11,0.9381
2001-08-02,1.1338
2003-12-18,0.8081
2008-03-17,0.6344
1988-12-08,0.8359
1991-03-22,0.784
1979-06-29,0.6997
1975-05-13,0.727
1986-11-17,0.9495
2012-01-27,0.7615
2009-01-22,0.7716
1981-10-06,0.9016
1979-09-04,0.6929
2015-05-15,0.8743
1978-07-03,0.761
1990-10-10,0.729
2015-05-07,0.888
1995-07-14,0.7341
2009-04-08,0.7559
1988-07-13,0.8855
2000-10-03,1.1412
1999-11-23,0.9716
1981-10-02,0.8998
1991-08-23,0.8368
2002-02-26,1.151
1990-03-30,0.8089
2008-10-22,0.7748
1989-03-03,0.8803
1989-01-31,0.8919
1977-08-02,0.8224
1999-07-05,0.9775
2015-02-13,0.877
2009-03-16,0.7694
1980-03-07,0.6893
1979-10-08,0.6879
2015-06-29,0.8968
2015-02-18,0.8802
1993-08-05,0.8767
2002-04-12,1.1366
1985-12-18,1.1542
1991-03-08,0.7479
2015-12-18,0.9221
1989-07-20,0.9075
2000-01-18,0.9892
2000-01-17,0.9914
2003-06-20,0.8603
2005-01-12,0.7527
2016-09-05,0.8975
2015-10-30,
2017-05-30,0.8946
1977-04-12,0.8305
1976-10-08,0.8328
2001-09-11,1.1013
2016-09-13,0.8896
2012-10-30,0.7705
2004-08-18,0.8133
1977-03-31,0.8323
1992-05-07,0.7832
2015-03-12,0.9422
1994-07-05,0.8132
2005-10-25,0.8264
2003-04-30,0.8965
1978-07-18,0.7604
1978-10-11,0.703
1988-03-30,0.8005
1975-07-21,0.775
1987-10-28,0.8341
1988-11-02,0.8555
1984-04-13,1.1791
2013-02-25,0.7568
1985-06-06,1.3737
1994-07-04,0.8188
1985-02-22,1.5157
1984-06-20,1.2405
2000-07-07,1.0535
2016-03-03,
1986-05-01,1.0211
1995-01-09,0.8067
1985-03-18,1.502
2007-01-09,0.7691
1989-03-15,0.8901
1985-05-14,1.3723
2016-04-18,0.8827
1986-08-26,0.9617
1997-09-12,0.9024
1996-10-22,0.7858
1989-01-31,0.8919
1983-11-14,1.1914
1975-06-11,0.7265
1981-10-06,0.9016
1986-01-21,1.1261
2011-10-27,0.7071
2004-05-26,0.8269
2016-10-12,0.9082
1983-07-28,1.1594
1999-11-29,0.9935
1993-01-05,0.8187
1991-04-18,0.8024
2004-10-14,
1977-08-08,0.8276
2014-02-07,0.7343
1996-02-05,0.7635
1996-06-27,0.7808
1979-06-15,0.716
1990-03-23,0.816
2011-12-01,0.7423
2008-10-02,0.7245
2011-12-02,0.7445
2015-12-31,0.9181
1992-09-29,0.7043
2017-09-19,0.8349
2001-01-30,1.0821
2005-01-19,0.7672
1982-07-08,1.055
2014-10-15,0.7838
2016-11-29,0.9418
2009-01-15,0.7655
1990-04-24,0.807
1978-12-13,0.7211
1976-03-11,0.8358
2011-07-21,0.6954
1983-01-06,1.0116
2016-11-02,0.8994
2003-08-22,0.9208
1995-04-13,0.7414
2006-05-16,0.7783
2007-01-09,0.7691
1981-04-13,0.8475
1990-01-16,0.8149
2015-07-24,0.9116
1978-01-23,0.7787
1997-12-30,0.9137
2007-12-14,0.6927
1975-10-30,0.7915
2016-12-07,0.9288
2013-02-14,0.7495
1986-04-28,1.0055
1988-05-24,0.8148
2000-09-19,1.1715
2008-01-11,0.676
1980-09-05,0.6863
2017-06-02,0.8868
2014-08-28,
1995-12-29,0.7467
2009-12-30,0.6992
1994-02-25,0.872
1995-10-18,0.7493
2017-04-19,0.9334
1984-11-14,1.3267
1985-07-08,1.3503
1991-09-20,0.8099
1982-12-17,1.0397
2006-01-17,0.8287
2000-09-29,1.1329
1997-03-25,0.8657
2008-09-08,0.7039
1993-06-24,0.8568
1980-08-05,0.6829
1981-07-08,0.9585
2004-02-10,0.7879
1994-06-07,0.8521
2011-06-24,0.706
1989-07-31,0.8893
2013-06-25,0.7649
1984-09-05,1.3188
1985-04-12,1.3818
1988-09-08,0.8902
1983-02-11,1.0354
1993-03-08,0.8366
2009-03-13,0.7757
2011-10-14,0.7211
1998-03-25,0.933
2016-01-14,0.9224
2007-07-03,
1993-10-08,0.8304
1978-05-30,0.779
1976-09-24,0.8386
2012-01-17,0.7851
1988-08-30,0.8975
2000-05-15,1.0912
1980-04-15,0.725
2017-01-23,0.9303
1982-01-18,0.9287
2009-10-13,0.6745
1995-11-02,0.7446
1997-09-08,0.9225
2009-02-12,0.7828
2000-01-19,0.9902
2003-12-01,0.8359
2016-06-30,0.8996
2009-02-09,0.7652
1999-10-18,
2000-01-21,0.993
1996-05-30,0.7866
1982-06-30,1.0295
2010-01-06,0.695
1990-03-12,0.8162
2008-03-03,0.6579
2013-07-15,0.7665
1979-12-28,0.6633
2015-05-15,
1989-04-20,0.8801
1985-07-16,1.2981
2013-01-10,0.7567
1983-05-03,1.0833
1985-01-02,1.4158
1989-08-08,0.9016
1984-06-04,1.1988
1994-11-25,0.8052
2009-10-01,0.6869
2007-12-06,0.6839
1976-12-17,0.8263
1978-09-26,0.7263
1985-05-24,1.3884
1994-08-04,0.8113
1992-02-06,0.7584
2004-12-31,0.7358
2009-06-30,0.7129
1980-11-21,0.7381
1987-03-03,0.8737
2003-09-22,0.8711
1998-02-18,0.9294
2005-05-16,0.7923
1978-09-21,0.7269
1996-07-23,0.7659
1996-09-13,0.7776
2014-04-08,0.725
1995-12-29,
1980-06-06,0.6817
1984-06-27,
2013-05-03,0.7625
1998-05-27,0.91
1996-08-01,0.7596
1983-09-05,1.1873
1976-06-16,0.8523
2006-11-28,0.7604
2013-04-10,0.7642
1990-01-09,0.8093
1994-11-07,0.7822
2013-03-04,0.7686
2011-04-05,0.704
1976-06-11,0.8526
1982-04-08,0.9975
2000-02-17,1.014
1976-10-19,0.8373
1979-07-03,0.6998
1983-04-28,1.0864
1992-03-18,0.7924
2009-10-06,0.6781
1985-04-30,1.3939
1994-10-26,0.7697
1986-01-24,1.1151
1995-03-08,0.7423
1976-10-15,0.8354
2016-01-21,0.924
2006-11-01,0.7828
1977-08-03,0.8213
2008-09-30,0.7117
2000-04-05,1.0356
2014-06-04,0.7341
2010-12-31,0.7454
1983-03-14,1.0299
1979-03-07,0.7028
1997-08-28,0.9161
1993-12-13,0.8741
2006-05-15,0.7793
2001-11-06,1.1151
2012-05-22,0.7838
2012-10-16,0.7679
2000-10-02,1.1346
2001-03-27,1.1126
2006-02-23,0.8389
1989-05-22,0.9569
1990-10-12,0.7263
2014-09-15,0.7729
2010-03-12,0.7268
1994-07-27,0.8097
2016-12-13,
2003-03-12,0.9074
1996-11-13,0.7722
1995-09-04,0.7664
2000-08-03,1.1055
2007-01-02,0.7532
1990-04-09,0.8061
2012-11-21,0.7802
1990-11-30,
2009-03-23,0.737
1983-01-13,1.0105
1989-07-04,0.9161
2004-06-24,0.8212
2016-05-09,0.8775
1979-02-28,0.7026
2010-05-25,0.8168
2000-02-24,1.0039
2011-09-20,0.7293
2013-11-08,0.7491
2004-03-15,0.8184
2008-01-11,0.676
2012-07-26,0.8129
1988-03-10,0.8006
1999-06-18,0.9628
2014-05-14,0.7294
1976-02-17,0.8236
2009-11-03,0.6813
2005-10-28,0.8266
1989-08-02,0.8807
2012-11-21,0.7802
1991-12-03,0.7754
1981-03-17,0.8104
1981-12-30,0.9105
1999-11-01,0.9529
1982-06-10,0.9946
2012-09-28,0.7774
2009-02-09,0.7652
2012-07-20,0.8218
1993-06-18,0.8418
2001-10-02,1.0915
2011-12-23,0.7653
2010-10-05,0.7226
2013-03-18,0.7717
2005-02-11,0.7766
1991-02-20,0.7163
1982-07-09,1.0464
1978-06-23,0.767
2008-12-03,0.7878
1997-11-28,0.899
2006-08-21,0.7741
1977-12-05,0.8025
1995-11-23,0.7411
1998-07-09,0.9341
1978-09-29,0.722
1993-06-08,
1995-12-18,0.7496
1976-02-03,0.8164
2002-02-15,1.1451
1988-11-18,0.8346
1999-12-10,0.9839
1977-11-18,0.8141
1987-08-28,0.8649
1985-09-17,1.3061
2017-02-20,0.9415
1995-10-10,0.7477
1987-07-13,0.8788
2012-07-06,0.8125
1992-10-30,0.7626
2007-03-13,0.7576
1985-09-17,1.3061
2005-07-21,0.825
2014-12-12,0.8024
2006-01-13,0.828
2016-08-05,0.9033
1987-02-26,0.8677
2006-01-18,0.8264
2000-05-02,1.1017
2011-02-17,0.7365
2013-11-19,0.7393
1989-11-03,0.8806
1988-04-06,0.8003
2001-06-11,1.1884
2002-02-21,1.1485
1975-05-15,0.7343
1992-12-15,0.7815
1982-07-09,1.0464
2002-02-05,1.1517
2003-08-27,0.918
2014-04-10,0.7204
1993-07-12,0.8723
1984-07-20,1.2773
1984-02-16,1.2004
1992-10-14,0.7284
1979-04-06,0.7131
1994-10-18,0.773
1999-11-08,0.9642
1976-12-15,0.8281
1975-10-13,0.7955
1989-12-07,0.8506
2013-05-28,0.7778
1979-08-23,
1989-09-26,0.9013
1997-07-28,0.9401
1995-08-17,0.7696
1975-08-20,0.7897
2006-04-27,0.7974
1976-05-13,0.8447
1986-07-11,1.0153
1985-08-27,1.265
1993-04-01,0.8137
2009-08-27,0.7029
2014-02-26,0.7317
1991-07-26,0.8312
1984-08-24,1.287
2015-09-03,0.9012
2002-05-21,1.0891
1997-09-26,0.8996
1994-10-11,0.7957
1998-04-30,0.9169
1982-03-26,0.9875
1981-06-04,0.932
1989-03-06,0.8837
2000-07-25,1.0622
2004-02-03,0.7963
2006-05-17,0.782
1989-09-26,0.9013
2001-06-26,1.1605
2005-03-23,0.7683
1994-09-26,0.7985
1976-12-22,0.8225
1999-03-22,0.917
2001-04-05,1.1151
1984-10-18,1.3931
1992-09-10,0.682
1987-06-11,0.8575
1984-01-31,1.2568
1981-10-08,0.8882
2007-01-31,0.7695
1994-07-05,0.8132
1988-08-25,0.8962
2002-07-24,1.0069
1977-11-08,0.8172
1981-02-04,0.812
1985-11-08,
1982-11-05,1.0919
1999-07-23,0.9554
1980-04-23,0.7011
1993-11-01,0.8746
1994-06-03,
1999-08-11,0.9383
2004-03-16,0.81
1994-08-19,0.7945
2006-06-26,0.7967
2002-09-12,1.0243
1992-12-01,0.7906
2002-11-04,1.0047
2000-01-31,1.0225
1992-07-02,0.7257
2015-12-17,0.923
1991-11-08,0.7874
2013-04-22,0.7674
2007-07-11,0.7259
1992-12-18,0.7808
2015-08-05,0.9202
2013-10-23,0.7255
1979-10-23,0.6917
2000-03-09,1.0317
2007-02-22,
1986-07-14,1.0156
1991-06-07,0.8432
2002-10-14,1.0132
1985-04-19,1.3377
1994-04-29,0.8446
1985-05-17,1.3836
2004-04-22,0.8427
2013-01-08,0.7653
1993-06-10,0.8202
2001-05-08,1.1297
1982-04-08,0.9975
2016-10-10,0.8963
2017-06-21,0.8975
1976-11-02,0.8319
1988-09-05,0.8924
2016-07-05,0.9005
2011-10-31,0.7169
2009-11-23,0.6676
1988-06-23,0.854
1977-06-24,0.8271
2004-05-13,
2009-06-18,0.7162
1980-07-10,
1985-11-13,
2005-10-03,0.8396
1979-06-12,0.7233
1976-03-19,0.8426
1995-06-02,0.7446
2011-02-03,0.7337
2014-04-15,0.7234
1987-09-08,0.8547
1987-11-02,0.8244
1989-09-21,0.9241
1989-07-05,0.9034
2006-07-05,0.7863
2014-01-02,0.7322
1993-04-27,
2004-03-16,0.81
1992-09-02,0.6712
1978-10-12,0.7036
1985-09-09,1.3345
1982-11-03,1.0825
2010-04-07,0.7495
1981-11-20,0.9026
1976-08-25,0.8487
2013-04-10,
1983-09-01,1.1923
1984-11-06,1.3228
1984-04-26,1.2072
1983-01-14,1.0159
2013-03-12,0.768
1981-02-27,0.8253
1982-05-07,0.9459
2016-03-21,0.8881
2004-01-06,0.7844
1987-07-30,0.8852
1978-10-26,0.6709
2017-01-10,0.9438
2000-05-23,1.1007
1992-11-17,0.7909
1995-08-17,0.7696
1985-07-04,1.3641
1978-08-03,0.7487
2014-03-06,0.7225
1983-12-14,1.2328
1997-02-06,0.8424
1992-05-07,0.7832
1990-01-30,0.8043
2003-05-02,0.8911
2003-03-07,0.9055
1976-05-14,0.8464
2007-01-17,0.7722
1994-07-18,0.7935
1989-11-10,0.8875
1996-10-04,0.7829
1989-08-17,0.9351
1988-04-21,
1991-07-11,0.8756
2005-10-07,0.8254
2016-12-30,0.947
2008-09-18,0.6956
1979-02-20,0.7037
2011-02-04,0.7378
2010-07-07,0.7917
1986-04-11,1.0655
2012-10-19,0.7674
2007-06-07,0.7429
1988-08-16,0.8945
2009-08-07,0.7038
1981-02-10,0.8225
2010-04-30,0.752
1977-11-15,0.8157
2014-12-15,0.8051
2006-08-31,0.7813
1995-11-08,0.7429
2002-05-28,1.0764
2013-03-20,0.7722
2012-08-24,0.7989
2007-10-24,0.7029
1987-09-17,0.8639
1990-01-05,0.8092
2000-10-27,1.1872
1981-01-19,0.7702
1985-08-13,1.2641
1978-09-28,0.7235
1994-12-07,0.8112
1998-12-10,0.8484
1975-03-04,0.7253
2007-06-12,0.751
2010-04-28,0.7574
1995-10-31,0.7403
1992-09-04,0.6787
2008-10-03,0.7241
2003-01-10,0.9496
2009-06-09,0.7141
1995-10-02,0.7496
2003-10-31,0.8599
2011-05-19,0.7016
2010-07-30,0.7675
2014-07-31,0.7474
1978-09-04,0.7314
1993-08-26,0.859
2005-11-11,0.8543
2007-01-11,0.7758
2007-01-18,0.7721
2010-01-04,0.6926
2002-03-18,1.1347
1988-10-12,0.8843
1988-09-09,0.8895
2000-06-16,1.0407
2005-04-22,0.7645
1977-01-17,0.8315
1990-02-20,0.8033
2016-08-31,0.8981
1996-07-04,0.7809
2015-06-24,0.8942
1992-08-27,0.6814
1983-11-07,1.1938
2016-02-09,0.8842
1984-06-05,1.2006
2005-07-19,0.8338
2002-01-15,1.122
2013-08-13,0.7555
1994-04-27,0.8539
1993-03-16,0.8389
2008-11-19,0.7902
2000-03-17,1.0325
1980-05-20,0.6935
2009-04-22,0.7683
1976-11-05,0.834
1978-08-22,0.7392
1999-03-26,0.9316
2004-05-17,0.8335
2001-06-22,1.1707
2017-06-14,0.8865
1999-12-13,0.9883
1982-11-19,1.0828
1984-03-30,1.165
1979-12-06,0.6705
2012-10-18,0.7638
1978-04-10,0.7496
1978-03-29,0.756
1991-03-28,0.8161
1976-10-26,
1976-12-03,0.8308
1989-07-27,0.8895
2011-06-03,0.6866
2005-02-15,0.7711
1985-01-02,1.4158
2001-10-18,1.1077
1987-04-15,0.8607
1983-04-25,1.0751
1990-11-13,0.7072
2013-10-15,0.7406
1997-10-28,0.8798
2008-02-19,
2007-06-15,0.7482
2006-08-01,0.7847
1996-06-12,0.7888
2015-02-19,0.878
1983-08-19,1.1743
1991-11-08,
1996-08-12,0.7616
2008-08-18,0.6801
1988-05-09,0.8069
1999-04-13,0.9267
2011-11-15,0.7396
1982-06-08,0.9891
1999-07-15,0.9759
1990-02-27,0.8068
1979-05-25,0.7244
1983-07-11,1.1413
1979-04-04,0.7103
1994-02-03,0.8823
2000-06-29,1.0493
2015-09-02,0.8905
1995-05-23,0.7647
1978-09-04,0.7314
2017-01-19,0.9425
1978-10-16,0.7026
1996-06-17,0.7797
2008-07-17,0.6296
2002-12-30,0.9567
2013-08-05,0.7553
2000-03-13,1.0342
1997-03-12,
2004-04-08,
2012-07-10,0.8159
2010-01-21,0.7114
1978-07-24,0.7514
2003-10-23,0.8483
1985-10-29,1.1984
2014-04-14,0.7238
2009-09-02,0.7023
1987-11-11,0.8043
1991-04-26,
1984-02-14,1.2274
2006-08-04,0.7757
1979-08-24,0.6937
1989-06-28,0.9354
1980-08-11,0.6853
1976-08-10,0.8528
1986-02-04,1.1121
2006-05-12,0.7763
2011-07-25,0.6975
2001-10-03,1.0862
1978-02-21,0.767
1995-12-04,0.7543
2014-09-10,0.7743
1994-04-21,0.8607
1988-01-25,0.8043
1999-08-04,0.929
2000-07-06,1.0464
1985-04-26,1.4067
2007-11-26,0.6739
2000-03-06,1.0403
2006-09-14,0.7843
1993-10-06,0.8405
2012-08-30,0.8001
1985-05-28,1.3978
2000-08-22,1.1135
1994-08-15,0.8019
1986-09-17,0.9541
2000-03-22,1.0403
1995-02-27,0.7723
1981-03-31,0.8173
2004-07-02,0.813
1982-12-01,1.0499
1986-05-22,1.0549
1988-06-27,0.872
1991-09-12,0.8075
2012-10-22,0.7651
1987-12-09,0.7976
1998-05-22,0.8979
1982-12-13,1.0629
2015-07-02,0.9003
1993-08-13,0.8832
2007-11-01,0.6927
1984-05-29,1.2264
1990-01-25,0.8122
1985-01-14,1.4218
1982-03-04,0.9643
1993-10-01,0.841
2001-08-28,1.0995
2014-02-03,0.7398
1990-04-18,0.7977
2017-01-27,0.9341
2014-09-11,0.7727
2010-12-09,0.7589
2000-12-06,1.1303
2015-08-05,0.9202
2001-02-23,1.108
2017-04-27,0.9204
1975-02-25,0.7304
1981-07-06,0.9526
1975-05-19,0.731
1999-07-01,0.9759
1981-09-03,0.9483
2000-01-20,0.9903
1982-04-28,0.971
1987-02-17,0.8652
1988-10-03,0.8957
1978-11-17,0.7237
2005-11-24,0.8483
2002-09-06,1.0152
1990-03-27,0.8169
1997-06-05,0.8829
2005-07-11,0.8285
2015-11-25,0.9432
2002-04-19,1.125
1989-10-19,0.8841
2015-08-03,0.9113
2004-12-14,0.7529
1980-01-02,0.6601
2012-06-18,0.7949
1994-03-18,0.8687
1980-06-03,0.6832
1987-09-10,0.861
2009-07-21,0.7028
2004-05-19,0.831
1976-09-28,
1993-11-09,
1997-11-27,0.8993
2004-10-08,0.8054
1976-09-03,0.8466
1978-07-17,0.7605
2015-08-17,0.9029
1999-07-21,0.9522
1978-09-06,0.7331
2012-11-12,0.7867
1992-12-15,0.7815
2016-05-25,
1999-07-15,0.9759
1994-08-05,0.8119
2015-09-29,0.8914
2011-08-23,0.6949
1991-11-12,0.7842
2016-08-23,0.8832
2009-07-23,0.7019
2000-11-07,1.1618
2007-06-11,0.7493
1993-11-12,0.874
1992-12-08,0.7768
2007-05-21,0.743
1986-04-04,1.1132
2015-09-22,0.8981
1988-11-25,0.8252
2017-10-10,0.8462
1984-12-10,1.3781
2011-03-18,0.7072
2013-11-08,0.7491
1999-04-06,0.9292
1987-01-23,0.8695
1993-11-16,0.8726
2015-02-05,0.875
1979-12-11,0.6697
1986-11-06,0.9698
1976-07-16,0.8558
1998-10-21,0.8419
2010-01-28,0.7163
2013-07-26,0.7539
1998-07-20,0.9085
1988-03-11,0.7988
1999-12-21,0.9912
1995-12-12,0.757
2015-09-11,0.8866
2010-01-19,0.7002
2011-09-06,0.7124
1992-12-14,0.7822
1979-06-06,0.7234
2000-05-25,1.103
1980-10-21,0.7145
1977-03-29,
1997-12-19,0.9022
1984-11-30,1.3837
2016-08-04,0.8977
2004-12-03,0.7478
1996-07-31,0.7599
2006-06-30,0.782
2005-04-28,0.7741
1987-12-18,0.7825
2001-07-17,1.1743
1976-06-08,0.8517
2014-01-13,0.7324
1981-01-15,0.7683
1983-10-07,1.1494
1979-12-03,0.6608
2006-06-28,0.7981
1976-12-24,0.8238
2004-01-23,0.7886
2005-09-22,0.8234
2003-04-03,0.9314
1999-04-21,0.9427
2006-10-26,0.7893
2016-07-14,0.9006
1995-03-16,0.7458
1994-07-28,0.8114
1991-08-16,0.8426
1981-05-13,0.8947
1999-10-25,0.9367
1989-01-31,0.8919
2006-08-22,0.7804
1976-10-22,0.835
1998-10-09,0.8351
2007-08-09,0.7297
1986-11-24,0.9524
1983-06-08,1.1314
1989-12-11,0.8486
1992-06-26,
2011-09-14,0.7314
2011-06-23,0.7068
1977-07-04,0.8184
1982-03-12,0.9697
2003-10-24,0.8461
1975-01-15,0.7562
1993-05-28,0.8005
1994-05-09,0.8457
2000-12-05,1.1302
1977-01-04,0.8177
1997-02-11,0.8527
1990-11-19,0.7037
1989-02-17,0.8767
1980-01-29,0.6676
2015-06-22,0.8773
1982-03-05,0.9562
1987-04-10,0.8631
2010-06-10,0.8261
2012-12-31,0.7585
1978-06-28,0.7651
1981-10-05,
1976-07-29,0.8526
1986-09-25,0.9647
2007-02-15,
2000-01-31,1.0225
1982-04-16,0.9972
2013-09-02,0.7581
2008-08-04,0.6406
1980-02-26,0.6761
2008-09-29,0.6928
2004-04-21,0.8423
1990-02-28,0.8103
1982-04-27,0.9775
2008-09-30,0.7117
1989-11-27,0.8585
2005-02-23,0.7579
1988-10-07,0.8948
2008-05-22,0.6363
2006-10-26,0.7893
2002-05-14,1.1093
2014-08-13,
1983-11-22,1.2018
1993-02-22,0.8248
2007-05-29,0.7417
1998-01-05,0.928
1988-07-27,0.8841
2005-02-03,0.7719
1992-11-17,0.7909
2016-03-23,0.8948
1984-09-13,1.3544
2007-11-21,0.6745
2015-10-23,0.9063
1982-05-25,0.9529
1993-02-23,0.8196
2006-09-11,0.7879
1998-11-12,0.8654
1987-01-14,0.8775
1975-06-03,0.7264
1998-03-26,0.9312
1977-08-04,0.8237
1999-09-27,0.9575
2008-09-05,0.701
2013-08-21,0.7476
1984-07-31,1.2921
1982-07-20,
1980-10-24,
2000-03-15,1.0318
1985-02-08,1.4488
1980-09-15,
1993-01-27,0.7922
2015-01-20,0.864
2008-11-24,0.7795
1999-05-11,0.9324
2012-07-30,0.8169
1987-10-06,0.8725
2013-11-05,0.7421
2015-03-16,0.9456
1979-07-26,0.6918
1983-10-13,1.1636
1977-04-25,0.828
2015-02-20,0.8796
2016-11-30,0.9426
1991-05-28,0.8127
1978-05-15,0.7821
1997-06-26,0.8819
1976-12-17,
1999-01-26,0.8639
2016-09-23,0.8913
1991-10-08,0.8091
1989-07-24,0.9081
2007-03-28,0.7481
1988-07-01,0.8733
2012-04-26,0.7559
1978-10-11,0.703
1977-03-31,0.8323
2005-11-29,0.8502
1991-09-20,0.8099
2003-10-23,0.8483
2010-02-25,0.7395
1991-07-03,
2003-07-17,0.8943
2000-10-27,1.1872
1983-11-10,1.1858
1992-12-04,0.7913
1975-10-22,0.7916
1979-05-31,0.7213
2004-11-18,0.7699
2000-10-02,1.1346
1996-11-07,
1980-03-21,0.7179
2006-04-03,0.8254
2005-06-02,
2006-06-13,0.7961
2013-10-09,0.7399
1981-01-21,0.7648
1999-05-12,0.937
1982-12-10,1.0572
1995-02-28,0.7736
1990-07-13,0.7817
1984-10-03,1.3499
